YEAR,Location,Death Rate,Deaths,URL
2015,MS,11.3,325,/nchs/state-stats/states/ms.html
2015,MO,9.6,547,/nchs/state-stats/states/mo.html
2015,MT,4,38,/nchs/state-stats/states/mt.html
2015,NE,4,75,/nchs/state-stats/states/ne.html
2015,NV,6.7,191,/nchs/state-stats/states/nv.html
2015,NH,,18,/nchs/state-stats/states/nh.html
2015,NJ,4.5,388,/nchs/state-stats/states/nj.html
2015,NM,8,157,/nchs/state-stats/states/nm.html
2015,NY,3.4,671,/nchs/state-stats/states/ny.html
2015,NC,6.1,593,/nchs/state-stats/states/nc.html
2015,ND,3.1,22,/nchs/state-stats/states/nd.html
2015,OH,6,669,/nchs/state-stats/states/oh.html
2015,OK,8.5,324,/nchs/state-stats/states/ok.html
2015,OR,3.4,138,/nchs/state-stats/states/or.html
2015,PA,5.6,673,/nchs/state-stats/states/pa.html
2015,RI,2.8,28,/nchs/state-stats/states/ri.html
2015,SC,9.5,448,/nchs/state-stats/states/sc.html
2015,SD,4.2,35,/nchs/state-stats/states/sd.html
2015,TN,7.2,460,/nchs/state-stats/states/tn.html
2015,TX,5.6,1538,/nchs/state-stats/states/tx.html
2015,UT,2,60,/nchs/state-stats/states/ut.html
2015,VT,,16,/nchs/state-stats/states/vt.html
2015,VA,4.5,374,/nchs/state-stats/states/va.html
2015,WA,3.4,239,/nchs/state-stats/states/wa.html
2015,WV,4.5,80,/nchs/state-stats/states/wv.html
2015,WI,4.5,243,/nchs/state-stats/states/wi.html
2015,WY,0,17,/nchs/state-stats/states/wy.html
2014,AL,8.1,374,/nchs/state-stats/states/al.html
2014,AK,4.7,37,/nchs/state-stats/states/ak.html
2014,AZ,5,322,/nchs/state-stats/states/az.html
2014,AR,7.7,217,/nchs/state-stats/states/ar.html
2014,CA,4.6,1813,/nchs/state-stats/states/ca.html
2014,CO,3.3,177,/nchs/state-stats/states/co.html
2014,CT,2.9,100,/nchs/state-stats/states/ct.html
2014,DE,6.6,57,/nchs/state-stats/states/de.html
2014,District of Columbia,13.7,97,/nchs/state-stats/states/dc.html
2014,FL,6.2,1159,/nchs/state-stats/states/fl.html
2014,GA,6.6,658,/nchs/state-stats/states/ga.html
2014,HI,2.2,30,/nchs/state-stats/states/hi.html
2014,ID,2.4,36,/nchs/state-stats/states/id.html
2014,IL,6.2,792,/nchs/state-stats/states/il.html
2014,IN,5.7,364,/nchs/state-stats/states/in.html
2014,IA,2.5,78,/nchs/state-stats/states/ia.html
2014,KS,3.6,104,/nchs/state-stats/states/ks.html
2014,KY,4.7,203,/nchs/state-stats/states/ky.html
2014,LA,11.7,538,/nchs/state-stats/states/la.html
2014,ME,2,23,/nchs/state-stats/states/me.html
2014,MD,6.7,387,/nchs/state-stats/states/md.html
2014,MA,2,133,/nchs/state-stats/states/ma.html
2014,MI,6.3,589,/nchs/state-stats/states/mi.html
2014,MN,1.9,101,/nchs/state-stats/states/mn.html
2014,MS,11.4,332,/nchs/state-stats/states/ms.html
2014,MO,7.5,441,/nchs/state-stats/states/mo.html
2014,MT,2.9,30,/nchs/state-stats/states/mt.html
2014,NE,3.4,63,/nchs/state-stats/states/ne.html
2014,NV,6.3,176,/nchs/state-stats/states/nv.html
2014,NH,,17,/nchs/state-stats/states/nh.html
2014,NJ,4.4,372,/nchs/state-stats/states/nj.html
2014,NM,6.8,135,/nchs/state-stats/states/nm.html
2014,NY,3.4,662,/nchs/state-stats/states/ny.html
2014,NC,5.6,551,/nchs/state-stats/states/nc.html
2014,ND,,15,/nchs/state-stats/states/nd.html
2014,OH,5.2,578,/nchs/state-stats/states/oh.html
2014,OK,6.6,250,/nchs/state-stats/states/ok.html
2014,OR,2.4,99,/nchs/state-stats/states/or.html
2014,PA,5.2,620,/nchs/state-stats/states/pa.html
2014,RI,2.5,27,/nchs/state-stats/states/ri.html
2014,SC,7.6,363,/nchs/state-stats/states/sc.html
2014,SD,3.1,26,/nchs/state-stats/states/sd.html
2014,TN,6.5,417,/nchs/state-stats/states/tn.html
2014,TX,5.2,1389,/nchs/state-stats/states/tx.html
2014,UT,2,61,/nchs/state-stats/states/ut.html
2014,VT,,16,/nchs/state-stats/states/vt.html
2014,VA,4.1,339,/nchs/state-stats/states/va.html
2014,WA,3.1,211,/nchs/state-stats/states/wa.html
2014,WV,5.9,103,/nchs/state-stats/states/wv.html
2014,WI,3,166,/nchs/state-stats/states/wi.html
2014,WY,4.4,24,/nchs/state-stats/states/wy.html
2005,AL,9.6,433,/nchs/state-stats/states/al.html
2005,AK,5.2,37,/nchs/state-stats/states/ak.html
2005,AZ,9,532,/nchs/state-stats/states/az.html
2005,AR,8,219,/nchs/state-stats/states/ar.html
2005,CA,6.9,2540,/nchs/state-stats/states/ca.html
2005,CO,3.8,182,/nchs/state-stats/states/co.html
2005,CT,3.2,107,/nchs/state-stats/states/ct.html
2005,DE,6.6,55,/nchs/state-stats/states/de.html
2005,District of Columbia,28.3,180,/nchs/state-stats/states/dc.html
2005,FL,5.8,998,/nchs/state-stats/states/fl.html
2005,GA,7.1,649,/nchs/state-stats/states/ga.html
2005,HI,1.9,25,/nchs/state-stats/states/hi.html
2005,ID,3.2,45,/nchs/state-stats/states/id.html
2005,IL,6.8,866,/nchs/state-stats/states/il.html
2005,IN,5.9,368,/nchs/state-stats/states/in.html
2005,IA,1.6,44,/nchs/state-stats/states/ia.html
2005,KS,3.9,106,/nchs/state-stats/states/ks.html
2005,KY,5.4,222,/nchs/state-stats/states/ky.html
2005,LA,12.8,592,/nchs/state-stats/states/la.html
2005,ME,1.7,22,/nchs/state-stats/states/me.html
2005,MD,10.4,576,/nchs/state-stats/states/md.html
2005,MA,2.8,178,/nchs/state-stats/states/ma.html
2005,MI,6.9,677,/nchs/state-stats/states/mi.html
2005,MN,2.7,139,/nchs/state-stats/states/mn.html
2005,MS,9,254,/nchs/state-stats/states/ms.html
2005,MO,7.3,417,/nchs/state-stats/states/mo.html
2005,MT,3.4,33,/nchs/state-stats/states/mt.html
2005,NE,2.5,44,/nchs/state-stats/states/ne.html
2005,NV,7.8,190,/nchs/state-stats/states/nv.html
2005,NH,0,19,/nchs/state-stats/states/nh.html
2005,NJ,5.1,427,/nchs/state-stats/states/nj.html
2005,NM,7.9,152,/nchs/state-stats/states/nm.html
2005,NY,4.7,901,/nchs/state-stats/states/ny.html
2005,NC,7.6,661,/nchs/state-stats/states/nc.html
2005,ND,,11,/nchs/state-stats/states/nd.html
2005,OH,5.6,630,/nchs/state-stats/states/oh.html
2005,OK,6.1,214,/nchs/state-stats/states/ok.html
2005,OR,2.9,102,/nchs/state-stats/states/or.html
2005,PA,6.3,749,/nchs/state-stats/states/pa.html
2005,RI,3.1,32,/nchs/state-stats/states/ri.html
2005,SC,7.9,337,/nchs/state-stats/states/sc.html
2005,SD,2.9,22,/nchs/state-stats/states/sd.html
2005,TN,8.3,495,/nchs/state-stats/states/tn.html
2005,TX,6.5,1501,/nchs/state-stats/states/tx.html
2005,UT,2.4,63,/nchs/state-stats/states/ut.html
2005,VT,,12,/nchs/state-stats/states/vt.html
2005,VA,6.4,490,/nchs/state-stats/states/va.html
2005,WA,3.6,231,/nchs/state-stats/states/wa.html
2005,WV,5.4,93,/nchs/state-stats/states/wv.html
2005,WI,4.3,236,/nchs/state-stats/states/wi.html
2005,WY,,16,/nchs/state-stats/states/wy.html
